id,client_id,client_name,artisan_id,artisan_name,service_type,description,city,price,rating,latitude,longitude,created_at,updated_at,commune
3504,CL-1686,User_1686,776,Amal_776,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,2814,3.5,36.6939025,7.3105409,2026-08-14 23:41:09,2026-09-13 23:41:09,Bekkouche Lakhdar
3505,CL-1002,User_1002,3286,Sofia_3286,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,3310,3.0,37.0017763,6.5133033,2026-04-09 02:17:54,2026-05-09 02:17:54,Cheraïa
3506,CL-0198,User_0198,3078,Selma_3078,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,7458,3.1,37.0310788,7.2566883,2026-12-03 13:29:36,2026-12-08 13:29:36,El Marsa
3507,CL-0856,User_0856,2496,Nour_2496,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,4432,4.4,36.6195945,7.0645888,2026-01-15 08:25:20,2026-01-28 08:25:20,Es Sebt
3508,CL-1643,User_1643,3885,Feriel_3885,Organisation d'événements,Planification et gestion d'événements.,Skikda,7598,4.1,36.8200545,6.3880209,2026-02-08 12:18:32,2026-03-01 12:18:32,Ouldja Boulballout
3509,CL-0209,User_0209,4048,Ines_4048,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,6544,3.9,36.7331778,7.2219657,2026-12-08 10:55:57,2026-12-17 10:55:57,Aïn Charchar
3510,CL-0643,User_0643,1209,Warda_1209,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,9957,3.1,36.8600024,7.2917539,2026-03-15 04:02:53,2026-03-27 04:02:53,Ben Azzouz
3511,CL-0956,User_0956,339,Khaled_339,Carreleur,Pose et réparation de carrelage.,Skikda,11777,3.6,36.8200545,6.3880209,2026-03-19 20:02:58,2026-04-10 20:02:58,Ouldja Boulballout
3512,CL-0015,User_0015,2700,Ilyes_2700,Antenniste,Installation et réglage d'antennes.,Skikda,2420,4.5,36.8976496,7.0548176,2026-12-11 12:41:02,2026-12-25 12:41:02,Filfila
3513,CL-0490,User_0490,3806,Fatima_3806,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,12933,5.0,37.0090418,6.2844786,2026-05-22 00:25:51,2026-06-01 00:25:51,Kheneg Mayoum
3514,CL-1794,User_1794,2425,Reda_2425,Plombier,Réparation et installation de plomberie.,Skikda,14194,4.4,36.8252292,6.8890251,2026-11-30 17:19:53,2026-12-02 17:19:53,El Hadaiek
3515,CL-0004,User_0004,1790,Farid_1790,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,3477,4.5,36.5864148,6.9120702,2026-08-27 19:20:16,2026-09-17 19:20:16,Zerdaza
3516,CL-0801,User_0801,4916,Youssef_4916,Maçon,Travaux de maçonnerie générale.,Skikda,3977,3.6,36.6043041,6.7323529,2026-09-12 13:12:15,2026-09-15 13:12:15,Aïn Bouziane
3517,CL-1463,User_1463,4680,Sami_4680,Maçon,Travaux de maçonnerie générale.,Skikda,13547,3.2,36.5864148,6.9120702,2026-06-12 21:59:50,2026-07-06 21:59:50,Zerdaza
3518,CL-0005,User_0005,3248,Ines_3248,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,6858,3.9,36.6939025,7.3105409,2026-06-21 04:36:07,2026-07-15 04:36:07,Bekkouche Lakhdar
3519,CL-0313,User_0313,4126,Sami_4126,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,14041,3.7,36.7044252,6.8563693,2026-04-08 16:05:52,2026-04-14 16:05:52,Salah Bouchaour
3520,CL-0208,User_0208,4862,Kahina_4862,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,13529,4.8,36.5864148,6.9120702,2026-01-08 14:25:16,2026-01-22 14:25:16,Zerdaza
3521,CL-0925,User_0925,4737,Asma_4737,Coiffure à Domicile,Coiffure à domicile.,Skikda,4837,4.9,36.9888886,6.4592299,2026-03-17 02:38:32,2026-04-05 02:38:32,Zitouna
3522,CL-1221,User_1221,17,Hichem_17,Antenniste,Installation et réglage d'antennes.,Skikda,3555,4.4,36.7044252,6.8563693,2026-05-13 05:15:41,2026-06-01 05:15:41,Salah Bouchaour
3523,CL-0717,User_0717,534,Rim_534,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,10323,4.8,36.8600024,7.2917539,2026-11-09 08:23:53,2026-11-29 08:23:53,Ben Azzouz
3524,CL-1956,User_1956,846,Hamza_846,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,12546,4.6,37.0090418,6.2844786,2026-06-08 08:20:06,2026-06-15 08:20:06,Kheneg Mayoum
3525,CL-0546,User_0546,1497,Fouad_1497,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,7953,3.1,37.0065806,6.5690345,2026-09-22 03:53:24,2026-09-28 03:53:24,Collo
3526,CL-0618,User_0618,4428,Chiraz_4428,Fabrication de parfums,Création artisanale de parfums.,Skikda,6802,4.1,37.0017763,6.5133033,2026-07-10 04:45:11,2026-07-15 04:45:11,Cheraïa
3527,CL-1498,User_1498,4337,Lounis_4337,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,10822,3.4,36.9949643,6.3424894,2026-04-14 13:52:54,2026-05-04 13:52:54,Ouled Attia
3528,CL-0893,User_0893,1550,Tahar_1550,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,12642,4.3,37.0310788,7.2566883,2026-03-30 20:21:58,2026-04-23 20:21:58,El Marsa
3529,CL-1381,User_1381,6,Nadia_6,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,3798,4.3,36.7331778,7.2219657,2026-06-25 23:02:25,2026-07-12 23:02:25,Aïn Charchar
3530,CL-0978,User_0978,1587,Wissal_1587,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,8853,4.7,37.0310788,7.2566883,2026-09-19 07:03:15,2026-09-20 07:03:15,El Marsa
3531,CL-0908,User_0908,3137,Yasmine_3137,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11322,4.0,36.7558331,6.9259068,2026-04-13 09:59:42,2026-05-03 09:59:42,Ramdane Djamel
3532,CL-0242,User_0242,3324,Hocine_3324,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,13572,3.2,36.6195945,7.0645888,2026-08-10 12:12:59,2026-08-19 12:12:59,Es Sebt
3533,CL-0694,User_0694,3847,Hocine_3847,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,10204,3.4,36.7331778,7.2219657,2026-08-25 23:16:03,2026-09-08 23:16:03,Aïn Charchar
3534,CL-1492,User_1492,2753,Lotfi_2753,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,1916,3.6,36.6195945,7.0645888,2026-04-13 01:00:10,2026-05-08 01:00:10,Es Sebt
3535,CL-1004,User_1004,4492,Amine_4492,Plombier,Réparation et installation de plomberie.,Skikda,4916,3.6,36.8252292,6.8890251,2026-03-18 21:25:30,2026-04-04 21:25:30,El Hadaiek
3536,CL-1402,User_1402,1060,Chafik_1060,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2397,4.7,36.9097648,6.3403579,2026-12-13 18:52:50,2026-12-20 18:52:50,Oued Zehour
3537,CL-0374,User_0374,956,Fares_956,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,5391,3.9,36.7792138,7.1724216,2026-08-25 03:26:41,2026-09-13 03:26:41,Djendel Saadi Mohamed
3538,CL-0134,User_0134,758,Amine_758,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,7490,3.1,37.0090418,6.2844786,2026-08-04 23:30:41,2026-08-24 23:30:41,Kheneg Mayoum
3539,CL-0197,User_0197,971,Brahim_971,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,10917,4.7,36.8003477,6.9805739,2026-12-21 22:41:50,2026-12-31 18:00:00,Beni Bechir
3540,CL-1132,User_1132,754,Fiza_754,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,11519,3.1,36.8801317,6.9077363,2026-04-13 17:28:26,2026-05-03 17:28:26,Skikda
3541,CL-1709,User_1709,2900,Samia_2900,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,13918,3.3,36.9888886,6.4592299,2026-10-19 06:07:38,2026-10-22 06:07:38,Zitouna
3542,CL-0224,User_0224,4127,Chafik_4127,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,6981,4.5,36.7051396,6.8043312,2026-11-09 00:31:18,2026-11-27 00:31:18,Emdjez Edchich
3543,CL-0021,User_0021,1432,Yasmine_1432,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,12742,3.4,37.0470382,6.4205306,2026-12-20 21:22:27,2026-12-31 18:00:00,Kanoua
3544,CL-0739,User_0739,1601,Imad_1601,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,14561,4.3,36.8200545,6.3880209,2026-10-05 04:50:59,2026-10-22 04:50:59,Ouldja Boulballout
3545,CL-0598,User_0598,473,Aymen_473,Ébéniste,Création et restauration de meubles.,Skikda,3533,4.8,36.7388133,7.1062378,2026-10-06 07:33:29,2026-10-11 07:33:29,Azzaba
3546,CL-0793,User_0793,4621,Yasmine_4621,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,12695,3.6,37.0065806,6.5690345,2026-04-19 16:24:00,2026-04-23 16:24:00,Collo
3547,CL-1532,User_1532,8,Younes_8,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,1964,3.2,36.7558331,6.9259068,2026-01-07 10:40:06,2026-01-23 10:40:06,Ramdane Djamel
3548,CL-1668,User_1668,1580,Tarek_1580,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,9842,4.7,36.9304439,6.5842202,2026-12-27 00:21:35,2026-12-31 18:00:00,Kerkera
3549,CL-0002,User_0002,1460,Amar_1460,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,4605,3.0,37.0090418,6.2844786,2026-05-23 19:51:10,2026-06-03 19:51:10,Kheneg Mayoum
3550,CL-1934,User_1934,3623,Souad_3623,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,5880,3.7,36.8976496,7.0548176,2026-10-22 00:38:20,2026-11-12 00:38:20,Filfila
3551,CL-1108,User_1108,3863,Souad_3863,Organisation d'événements,Planification et gestion d'événements.,Skikda,13064,4.0,37.0017763,6.5133033,2026-04-26 02:37:33,2026-05-21 02:37:33,Cheraïa
3552,CL-1006,User_1006,2965,Fouad_2965,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,2811,3.0,36.7331778,7.2219657,2026-01-24 06:46:19,2026-02-08 06:46:19,Aïn Charchar
3553,CL-1342,User_1342,3330,Houda_3330,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11215,4.5,36.8600024,7.2917539,2026-07-14 20:58:02,2026-07-30 20:58:02,Ben Azzouz
3554,CL-1813,User_1813,4715,Mounia_4715,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,13419,3.9,37.0017763,6.5133033,2026-06-13 19:12:52,2026-07-07 19:12:52,Cheraïa
3555,CL-0333,User_0333,2546,Houda_2546,Organisation d'événements,Planification et gestion d'événements.,Skikda,7146,4.3,36.4916761,6.939741,2026-09-16 04:48:53,2026-10-05 04:48:53,Ouled Hbaba
3556,CL-0508,User_0508,165,Brahim_165,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,9436,3.0,36.8252292,6.8890251,2026-05-30 10:52:26,2026-06-01 10:52:26,El Hadaiek
3557,CL-0216,User_0216,491,Farid_491,Plombier,Réparation et installation de plomberie.,Skikda,5660,4.9,37.0470382,6.4205306,2026-11-12 19:11:09,2026-12-09 19:11:09,Kanoua
3558,CL-1142,User_1142,3337,Lotfi_3337,Antenniste,Installation et réglage d'antennes.,Skikda,6001,3.8,36.687176,6.9771347,2026-01-26 13:57:47,2026-02-12 13:57:47,El Ghedir
3559,CL-1835,User_1835,2998,Salah_2998,Charpentier,Travaux de charpente et structure.,Skikda,1877,4.3,36.8081951,6.5668371,2026-04-18 06:20:46,2026-04-30 06:20:46,Bin El Ouiden
3560,CL-1106,User_1106,4535,Fayçal_4535,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,3852,4.8,36.9304439,6.5842202,2026-04-06 10:01:57,2026-04-16 10:01:57,Kerkera
3561,CL-1221,User_1221,4848,Tarek_4848,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,5428,3.5,36.6514052,6.8360907,2026-04-22 18:03:09,2026-05-05 18:03:09,El Harrouch
3562,CL-0891,User_0891,1296,Aymen_1296,Électricien,Installation et maintenance électrique.,Skikda,3065,4.3,36.9949643,6.3424894,2026-09-02 20:59:47,2026-09-22 20:59:47,Ouled Attia
3563,CL-0946,User_0946,898,Chiraz_898,Organisation d'événements,Planification et gestion d'événements.,Skikda,9404,3.5,36.6043041,6.7323529,2026-08-04 18:18:59,2026-08-31 18:18:59,Aïn Bouziane
3564,CL-1272,User_1272,2487,Rayan_2487,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,11743,4.5,37.0310788,7.2566883,2026-08-27 00:21:46,2026-09-03 00:21:46,El Marsa
3565,CL-0589,User_0589,2382,Salah_2382,Ébéniste,Création et restauration de meubles.,Skikda,7023,3.6,36.7792138,7.1724216,2026-04-15 05:27:49,2026-05-07 05:27:49,Djendel Saadi Mohamed
3566,CL-1014,User_1014,1378,Rayan_1378,Ébéniste,Création et restauration de meubles.,Skikda,9433,4.8,36.6514052,6.8360907,2026-01-24 17:13:16,2026-01-24 17:13:16,El Harrouch
3567,CL-0196,User_0196,868,Hiba_868,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,13508,4.3,37.0310788,7.2566883,2026-11-10 02:06:04,2026-12-05 02:06:04,El Marsa
3568,CL-1921,User_1921,3785,Zohra_3785,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,5531,4.0,37.0310788,7.2566883,2026-08-24 12:37:51,2026-09-08 12:37:51,El Marsa
3569,CL-1991,User_1991,3790,Farid_3790,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,14195,3.7,36.7388133,7.1062378,2026-12-01 01:50:03,2026-12-12 01:50:03,Azzaba
3570,CL-1313,User_1313,227,Chiraz_227,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,8848,3.9,36.8252292,6.8890251,2026-11-12 01:35:02,2026-11-23 01:35:02,El Hadaiek
3571,CL-1162,User_1162,2591,Anouar_2591,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,8177,4.8,36.8600024,7.2917539,2026-06-14 17:45:52,2026-07-04 17:45:52,Ben Azzouz
3572,CL-0970,User_0970,3364,Walid_3364,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,13004,3.5,36.5864148,6.9120702,2026-12-05 08:13:03,2026-12-18 08:13:03,Zerdaza
3573,CL-0996,User_0996,2927,Rachid_2927,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,6769,3.5,36.6439118,6.6281274,2026-02-28 21:24:57,2026-03-02 21:24:57,Beni Oulbane
3574,CL-0568,User_0568,3264,Hichem_3264,Antenniste,Installation et réglage d'antennes.,Skikda,13687,4.8,36.8976496,7.0548176,2026-02-26 07:23:22,2026-03-22 07:23:22,Filfila
3575,CL-0098,User_0098,2228,Amira_2228,Organisation d'événements,Planification et gestion d'événements.,Skikda,11080,3.0,36.7388133,7.1062378,2026-05-07 12:22:14,2026-05-21 12:22:14,Azzaba
3576,CL-0574,User_0574,214,Badr_214,Maçon,Travaux de maçonnerie générale.,Skikda,11743,3.6,36.8200545,6.3880209,2026-12-24 14:51:58,2026-12-31 18:00:00,Ouldja Boulballout
3577,CL-1016,User_1016,722,Ryad_722,Chauffagiste,Installation et entretien de chauffage.,Skikda,9421,3.4,36.7044252,6.8563693,2026-06-14 15:23:47,2026-07-02 15:23:47,Salah Bouchaour
3578,CL-1847,User_1847,1346,Sarah_1346,Fabrication de parfums,Création artisanale de parfums.,Skikda,14261,5.0,36.6939025,7.3105409,2026-01-02 08:07:57,2026-01-14 08:07:57,Bekkouche Lakhdar
3579,CL-1818,User_1818,2170,Walid_2170,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,14523,3.1,37.0017763,6.5133033,2026-10-11 17:37:04,2026-10-23 17:37:04,Cheraïa
3580,CL-1250,User_1250,204,Kamel_204,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,1733,4.8,36.9949643,6.3424894,2026-04-27 18:57:12,2026-04-30 18:57:12,Ouled Attia
3581,CL-0457,User_0457,4148,Fiza_4148,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,9659,4.0,36.9888886,6.4592299,2026-09-03 07:06:27,2026-09-04 07:06:27,Zitouna
3582,CL-0091,User_0091,4690,Hocine_4690,Maçon,Travaux de maçonnerie générale.,Skikda,2929,4.6,37.0470382,6.4205306,2026-08-09 16:13:00,2026-09-02 16:13:00,Kanoua
3583,CL-0528,User_0528,255,Ahmed_255,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,9050,4.9,36.8976496,7.0548176,2026-01-26 12:20:23,2026-02-23 12:20:23,Filfila
3584,CL-0883,User_0883,2817,Fatima_2817,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,13678,3.4,37.0310788,7.2566883,2026-05-31 07:12:42,2026-06-21 07:12:42,El Marsa
3585,CL-0297,User_0297,1766,Hakim_1766,Charpentier,Travaux de charpente et structure.,Skikda,12740,4.9,36.8013181,6.461086944444444,2026-11-15 00:57:37,2026-11-19 00:57:37,Aïn Kechra
3586,CL-1664,User_1664,52,Ines_52,Fabrication de parfums,Création artisanale de parfums.,Skikda,10546,3.0,36.6939025,7.3105409,2026-10-01 21:57:17,2026-10-24 21:57:17,Bekkouche Lakhdar
3587,CL-0836,User_0836,2861,Farouk_2861,Carreleur,Pose et réparation de carrelage.,Skikda,2275,3.5,36.6439118,6.6281274,2026-04-07 01:08:11,2026-05-03 01:08:11,Beni Oulbane
3588,CL-1434,User_1434,1708,Abderrahmane_1708,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,13803,3.6,36.8013181,6.461086944444444,2026-11-20 17:56:06,2026-12-11 17:56:06,Aïn Kechra
3589,CL-0285,User_0285,3981,Sarah_3981,Fabrication de parfums,Création artisanale de parfums.,Skikda,3930,3.8,36.6043041,6.7323529,2026-10-17 05:14:30,2026-11-05 05:14:30,Aïn Bouziane
3590,CL-1561,User_1561,4368,Samira_4368,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,9362,4.6,36.7331778,7.2219657,2026-04-10 10:53:59,2026-05-10 10:53:59,Aïn Charchar
3591,CL-0467,User_0467,2923,Majda_2923,Fabrication de parfums,Création artisanale de parfums.,Skikda,4759,4.1,37.0017763,6.5133033,2026-01-02 01:05:30,2026-01-19 01:05:30,Cheraïa
3592,CL-1186,User_1186,4304,Khaled_4304,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,11961,3.7,36.6043041,6.7323529,2026-07-06 06:58:46,2026-07-12 06:58:46,Aïn Bouziane
3593,CL-0535,User_0535,1483,Nassim_1483,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,5723,4.1,36.8976496,7.0548176,2026-10-02 08:45:26,2026-10-08 08:45:26,Filfila
3594,CL-0288,User_0288,4692,Salim_4692,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,9969,4.5,36.7003588,6.5076167,2026-04-12 18:00:00,2026-04-27 18:00:00,Oum Toub
3595,CL-0926,User_0926,2898,Rima_2898,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,13756,3.3,36.9124122,6.4762934,2026-07-18 05:57:29,2026-08-15 05:57:29,Beni Zid
3596,CL-1216,User_1216,485,Farouk_485,Ébéniste,Création et restauration de meubles.,Skikda,7643,5.0,36.7044252,6.8563693,2026-08-12 14:22:46,2026-08-19 14:22:46,Salah Bouchaour
3597,CL-0829,User_0829,669,Fatima_669,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,6375,3.0,36.8252292,6.8890251,2026-05-14 05:11:04,2026-06-07 05:11:04,El Hadaiek
3598,CL-0469,User_0469,3354,Warda_3354,Coiffure à Domicile,Coiffure à domicile.,Skikda,10450,3.8,36.7558331,6.9259068,2026-10-19 01:49:20,2026-11-07 01:49:20,Ramdane Djamel
3599,CL-0941,User_0941,2396,Dalila_2396,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,9266,3.7,36.7792138,7.1724216,2026-04-15 16:59:49,2026-05-04 16:59:49,Djendel Saadi Mohamed
3600,CL-0818,User_0818,776,Amal_776,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,2814,3.5,36.6939025,7.3105409,2026-08-14 23:41:09,2026-09-13 23:41:09,Bekkouche Lakhdar
3601,CL-0846,User_0846,3258,Samira_3258,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11436,3.2,36.6195945,7.0645888,2026-04-12 11:17:02,2026-05-09 11:17:02,Es Sebt
3602,CL-1782,User_1782,577,Dina_577,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,10673,4.1,37.0017763,6.5133033,2026-04-15 10:18:25,2026-05-08 10:18:25,Cheraïa
3603,CL-1875,User_1875,3808,Yousra_3808,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,4576,4.1,36.7051396,6.8043312,2026-08-15 19:59:34,2026-08-15 19:59:34,Emdjez Edchich
3604,CL-0159,User_0159,1363,Yousra_1363,Fabrication de parfums,Création artisanale de parfums.,Skikda,13622,3.5,36.8003477,6.9805739,2026-07-20 00:55:35,2026-07-28 00:55:35,Beni Bechir
3605,CL-0706,User_0706,628,Zinedine_628,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,9933,3.4,36.8013181,6.461086944444444,2026-12-05 03:59:26,2026-12-30 03:59:26,Aïn Kechra
3606,CL-1025,User_1025,722,Ryad_722,Chauffagiste,Installation et entretien de chauffage.,Skikda,9421,3.4,36.7044252,6.8563693,2026-06-14 15:23:47,2026-07-02 15:23:47,Salah Bouchaour
3607,CL-1997,User_1997,2427,Warda_2427,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,3044,3.4,36.9888886,6.4592299,2026-06-18 00:51:26,2026-07-05 00:51:26,Zitouna
3608,CL-1879,User_1879,1105,Sofia_1105,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,12685,4.0,36.7082508,6.7042844,2026-11-03 09:39:02,2026-11-21 09:39:02,Sidi Mezghiche
3609,CL-0025,User_0025,3183,Rim_3183,Coiffure à Domicile,Coiffure à domicile.,Skikda,1979,4.9,36.5864148,6.9120702,2026-08-09 08:22:50,2026-09-02 08:22:50,Zerdaza
3610,CL-0046,User_0046,2771,Fiza_2771,Fabrication de parfums,Création artisanale de parfums.,Skikda,12591,3.5,36.6439118,6.6281274,2026-03-16 00:20:10,2026-03-23 00:20:10,Beni Oulbane
3611,CL-0173,User_0173,1958,Chiraz_1958,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,2007,3.6,36.7003588,6.5076167,2026-10-29 03:33:56,2026-11-01 03:33:56,Oum Toub
3612,CL-0289,User_0289,4362,Salim_4362,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,3769,4.0,36.8441177,6.929106,2026-02-05 02:53:57,2026-03-06 02:53:57,Hamadi Krouma
3613,CL-0093,User_0093,1037,Hamza_1037,Ébéniste,Création et restauration de meubles.,Skikda,10816,3.1,37.0470382,6.4205306,2026-07-24 04:57:54,2026-08-07 04:57:54,Kanoua
3614,CL-0554,User_0554,1903,Wissal_1903,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,4569,4.0,36.6514052,6.8360907,2026-09-03 10:11:05,2026-09-05 10:11:05,El Harrouch
